ID,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
51,1.9474533,1.1620789,1.6119201,0.5528501,2.2645879,-0.44863355,1.7863138,0.022006182,-0.43330246,1.9948528
52,-0.22610378,1.119301,1.485852,-0.21820441,1.0956702,1.2805429,1.8034294,0.28484976,0.75374424,-0.7761824
53,0.037486874,-0.15366384,-0.57635605,-0.8687115,0.0259036,-0.63857234,-0.4131754,0.6578983,0.39061454,0.3675329
54,1.3965685,0.7823865,0.32980597,0.72598267,0.6206504,-0.34328213,0.33107418,1.0325632,-0.5796008,2.1868002
55,0.70904416,0.53584224,0.5347638,0.39135525,-0.111064255,1.2521254,0.53508455,0.4358859,0.8405801,-0.3684916
56,0.7648116,0.25909853,0.7517252,0.13271216,-0.09521104,0.4452601,0.6927971,1.0626843,-0.106449194,-0.9857597
57,-0.011969789,0.35496742,0.59288174,0.12646009,-0.21554396,1.1227281,0.47854298,0.28059745,0.6286615,0.54559726
58,-1.7460835,-0.89514714,0.5464461,-0.13195504,1.2580782,-0.74654174,0.5333779,-0.35819682,-2.0501437,0.11901186
59,-0.32601035,0.4059621,0.43005982,1.0999937,-1.3790156,-0.6599135,0.3950347,-0.3593993,0.43189698,-1.937303
60,-1.011755,-1.6910454,0.06859178,-1.5907419,1.7405713,-0.8545664,0.048242085,-0.83106124,-1.0334803,0.6525753
61,-0.2923661,-0.18985514,-2.0169604,-1.2136488,0.043870583,-1.0442302,-1.93837,-0.5800271,-0.1846608,-1.3334719
62,-0.004903944,-1.2777735,0.23762581,-0.43661803,-0.9673165,0.9440787,0.14022447,-1.0889881,0.9836188,-0.7028085
63,1.3133721,0.24779983,0.50267404,1.7525473,-0.22911192,1.170295,0.42424437,0.84669316,1.1198939,1.1099093
64,-0.5703443,-0.37357613,0.7368691,-0.82681626,1.0525625,-1.4279764,0.83386415,-0.29690057,-0.94415724,-0.24593261
65,-0.37287372,-0.8369087,0.9476186,-1.5568483,0.2002526,1.3177131,0.9899832,0.57337236,0.8518617,-1.0644366
66,0.714823,-0.22335158,-0.2703186,-0.77652144,0.70486426,0.14052723,-0.3486178,-0.66034114,0.33944002,-0.27509162
67,0.9775675,1.6517878,1.0273148,0.5415448,-0.14545026,1.3442068,1.0420295,1.3554636,0.98512983,0.60086066
68,-0.94091374,-0.760171,-0.9582996,0.68232995,-1.0560826,-0.73736745,-0.94491607,0.18488446,-0.8421236,-0.34394044
69,1.5949584,1.6860904,0.9865288,1.1232668,-0.46922302,-0.03061127,0.92569035,1.3880941,-0.069582105,1.7419556
70,-0.27977753,-0.35288817,0.30657008,-0.37230557,-0.2809489,-0.8553282,0.2811177,-0.46431366,-0.036262263,0.46012715
71,-0.40215242,-0.24319221,-0.14756818,-0.55125105,-0.7961294,-0.6713969,-0.15228039,-0.1981553,-0.5159969,0.7161649
72,0.7814771,-0.16586007,0.29823774,0.7408004,0.28887495,1.1879268,0.22674392,0.111603156,0.49799147,-0.79774565
73,0.2798128,0.8203344,1.5969944,-0.7405359,3.0135016,1.463219,1.7323773,0.35786214,0.26408997,1.4438965
74,1.6167369,0.7628103,0.9735715,1.0487717,1.6644188,-0.028406557,0.9583689,0.7902962,0.21217772,2.2560341
75,1.2659845,0.6679327,0.11153973,0.82014525,-0.5510886,0.33175698,0.14453517,0.5597784,0.44616205,0.41710067
76,-0.9774962,-0.35403264,-0.2052831,-0.35344347,-0.27930987,0.3876376,-0.25183237,-0.53587246,0.056309782,-0.96007454
77,-0.5785306,0.3098257,0.51476836,-0.9115075,-1.1442697,-0.26592636,0.6003366,-0.60215485,-0.31132197,-1.1603673
78,0.68444943,0.93181115,0.77324647,0.33406636,1.078533,1.9874327,0.7262508,1.5880066,0.69505525,-0.46416965
79,1.0337547,0.77769876,0.24767599,0.9543524,-0.6346699,0.4234143,0.33765593,1.050884,0.7840239,-0.119588554
80,0.8010209,0.6407688,-1.076598,0.64403754,-0.711443,0.47061315,-1.0430651,-0.18032238,1.7735436,0.6483112
81,0.05448333,0.6981719,0.96371055,0.27596906,-0.45630357,-0.534716,0.90653074,1.4514705,0.01069057,1.199069
82,1.6948777,1.1451288,0.8978228,-0.3955567,0.3493349,1.3149297,0.83722574,0.2050201,0.53957134,-0.47427446
83,-0.59540236,-0.3704811,0.54481065,-0.54952747,-0.78826,-0.15178855,0.5631763,-0.045102037,-0.40038908,0.20108764
84,0.97639126,0.45706785,1.166604,0.47174683,-0.4813446,1.5937301,1.1946294,1.399664,-0.4340045,0.5768117
85,-0.43462467,-0.4108284,-1.3594939,-1.1178293,0.06685178,-1.8154113,-1.3495084,-1.4022,-0.9987733,-0.3227655
86,0.22604166,-0.58734095,1.034741,-0.35338825,1.1611527,0.07746878,0.9405457,0.47079208,-2.1976538,0.61804456
87,-0.8781584,-1.0257508,0.7431057,-1.2249889,-0.0007933788,0.59683937,0.75050014,-0.71777916,-0.39001122,-1.4662127
88,-1.2456732,-0.035554457,0.5714156,-0.62250906,-0.9628339,-0.74744153,0.51392937,-0.26358163,-0.8871758,-0.79540384
89,-0.16166274,-0.44113803,0.1980285,-0.41562814,-0.4816173,-0.89240706,0.16639985,-0.9370317,-0.8006874,-0.48829436
90,0.32738078,-0.88768345,0.89126253,-0.7311122,2.2128663,-0.79595673,0.8320949,0.15099779,-1.2720369,0.8968058
91,-0.43720496,-0.8260118,-0.11870709,-0.55913603,-0.88777745,-0.07535641,-0.20366372,-0.13916983,1.0246786,-1.5927943
92,-1.5649734,-0.41664627,0.24378338,-0.9573589,-0.49900734,-0.92093784,0.23421828,-1.0094737,-1.3667349,-0.5208622
93,0.41555756,-1.1006879,1.410584,0.6192191,0.59310937,0.17100018,1.4924878,0.64301246,-0.04868627,0.9383863
94,1.8744874,0.7737199,0.7548133,0.90413034,-1.0165081,0.68313193,0.65324867,0.81272376,1.2982026,2.183356
95,1.2681582,0.9674013,-0.19903849,0.70300806,-0.26212433,1.3838754,-0.19873759,0.8502152,2.0169876,-0.93335336
96,-1.5465097,-1.0845637,0.09631949,-1.5491579,0.6969696,-1.9434065,0.0041056667,-0.2793451,-1.7373105,0.010791628
97,0.5440519,-0.19563304,0.007988034,0.32226342,-0.17164734,-0.110205285,-0.02207262,-0.14140809,0.22886114,-0.78706145
98,-0.81537944,-0.31720734,0.2313101,-0.84943694,-0.9666424,-1.4711266,0.19039325,-0.28124353,-0.19522765,0.11932904
99,-0.3058923,-0.020736253,-1.5563192,-0.05681178,-0.038574137,-1.4178889,-1.4635125,-0.38083217,0.047340956,-0.85275126
100,-0.25419313,-0.41053486,-0.28488106,0.47993368,0.6502828,-0.15157144,-0.28080535,-0.17518793,-0.5535212,-0.5964377
101,-1.3376359,-1.4556149,-1.8588771,-0.9680671,0.51576126,-0.8126763,-1.818894,-1.9065303,-1.2250047,-0.5178262
102,-0.7608132,-1.0671118,-0.4287192,-0.6437873,-0.83388317,-0.106011294,-0.47845766,-0.5914629,-0.046956662,0.17761934
103,-2.1220212,-1.5167986,-0.9655205,-1.1069419,-0.8928532,-1.263106,-0.9970441,-1.493511,-1.32412,-1.5232189
104,-0.9421566,-1.2239903,1.0028816,-0.11719902,0.87963533,-0.22692044,0.96572846,-0.9658182,-0.15795636,0.1519342
105,0.61325616,0.30823094,0.969515,0.5974583,0.12477604,0.18995856,0.99889946,0.7066016,-1.075202,0.45076224
106,0.98826605,1.0550982,-2.009859,0.47892386,-1.465043,0.43987903,-1.895753,-0.9285523,2.0255642,-0.60463065
107,-0.5988907,-0.77764004,0.018519474,0.503737,0.33779153,-0.16546854,0.021257581,0.0059233513,-0.30846572,-1.2415617
108,-1.0514171,-0.016832186,-0.108096875,-0.87819886,-0.8087808,0.22708389,-0.064432785,-0.65604424,-1.0265388,-0.12120442
109,0.03779944,0.18844467,0.65653735,-0.11707611,0.61839426,-0.7397479,0.66907394,0.18427771,-1.3568126,0.9261177
110,0.7809887,0.36076528,-0.8520216,0.9626028,-0.43758,0.5637845,-0.87562835,-0.5881339,1.1571153,-0.44325382
111,0.15134583,-0.13978985,1.5455756,0.48653957,1.2388239,-0.47163928,1.4432559,0.6719224,-0.045567483,1.1415316
112,0.8845603,0.641292,0.3879235,-0.18312341,-0.26714575,0.33469695,0.4595993,0.94952404,0.8824308,1.2720052
113,0.13515756,-0.19655986,-0.32491988,0.5104339,0.18315533,-0.27374125,-0.34980193,-0.19949144,0.001762935,-0.49982065
114,-0.40460956,-1.0262893,-1.0506909,-0.681011,-0.8249296,-0.25964004,-1.0896597,-1.5899359,-0.204682,-0.071641535
115,0.9636412,0.21420377,-1.2265356,0.59583175,-0.3537994,1.3285245,-1.245004,-0.13153882,0.6398655,-0.23485713
116,-0.36031902,-0.37949297,-0.68089527,-0.23531081,0.35670787,-1.157222,-0.7258558,-0.4469175,0.19292386,-0.8992272
117,-0.08900868,-0.50387776,-1.6140245,-0.8468829,-0.80026627,0.050261512,-1.5347974,-0.59495795,-0.14022316,-0.67084736
118,-0.19011447,-0.1913848,0.70699984,-0.67658705,2.4999824,0.8623388,0.64529854,-0.20992291,0.58888334,-0.53072584
119,-0.4105156,-0.97131515,-2.1347463,-0.04226778,-1.6501145,0.24995293,-2.1420045,-0.8119344,1.0444584,-1.5889946
120,0.8840201,0.18347894,0.5874664,1.2287457,0.29349357,0.5302529,0.556447,0.3989155,-0.108816475,0.8914131
121,0.13122684,0.05527842,0.06661478,0.3140184,-1.1761937,1.3909175,0.14971879,0.80610126,1.0447453,-0.0607245
122,-0.5488727,-0.9560835,0.43443814,-0.95026356,-0.12182115,-1.3363419,0.3933913,-0.7354017,-0.43338463,0.84425354
123,0.00047811307,-0.33026358,0.09776194,0.7157292,-0.24108523,0.79597974,0.015718276,0.24778849,0.36959803,-1.6159925
124,-0.5137755,-0.7895477,-1.2803887,-1.1070123,0.123065345,-1.1472931,-1.2211183,-1.1069158,-0.59494996,-1.0110439
125,-2.0061076,-1.8162131,-2.3078432,-1.9479297,-0.17882082,-1.9059474,-2.335527,-1.582398,-0.892029,-0.5014293
126,1.1923405,1.270332,-0.079368114,-0.40364262,0.40946048,0.9298724,-0.041482903,0.3591743,0.6573651,0.43401974
127,-1.5216529,-1.2474927,0.8582356,-0.2714394,2.6584764,-1.5267981,0.7476567,-0.00016915053,-1.3791628,0.08370352
128,0.43847644,0.7192036,-1.1603397,0.7926592,-1.2960912,-0.9568615,-1.1282253,-0.42234436,1.1312058,-0.8608193
129,-0.13228677,-0.78109115,-0.02457388,-0.63029367,1.9079804,0.6234128,-0.018858105,-0.2590184,-1.0444179,0.16114683
130,1.2687559,1.4396081,1.4709477,2.3640504,1.4636264,1.7705662,1.4754819,1.044815,0.46767026,0.60070527
131,2.2017577,1.2736162,0.94691634,1.8071673,2.8390963,1.7849423,0.8961455,2.024023,0.9673213,0.46435323
132,1.482614,1.4138083,0.64459115,2.3884468,-0.88343453,0.96855664,0.52632684,1.9242909,1.8038514,0.34286973
133,0.4012378,0.9022217,-1.1259553,1.3595475,-0.5411719,0.65218997,-1.0684333,-0.62844914,0.30417427,-1.4743776
134,-0.98828536,-1.9374584,0.21133137,-0.6312706,1.7169858,-0.622195,0.19489191,-0.48641682,-0.09174259,0.28206354
135,-0.5603709,-0.07590847,-1.3461528,0.2964134,-1.2980136,0.86698395,-1.312474,0.51417935,0.50508416,-0.34443802
136,0.5490271,-0.35660112,-0.22006108,-0.114643805,0.8145887,0.3951541,-0.21462955,0.03420572,0.6828718,0.5970212
137,-0.2430411,-0.641987,0.3728289,-1.1489921,0.708093,-0.3609028,0.33962986,-0.4308999,-1.7466686,0.70597285
138,1.4672601,0.106343,0.4374871,1.695072,0.19579265,0.46863636,0.40945253,-0.24832234,0.7856403,1.5847483
139,-0.14375862,-0.65327924,0.4126543,0.20124084,1.9678661,-1.2773811,0.47641826,-0.26718557,-1.5452106,-0.5974043
140,-1.0534655,-0.28089327,0.87915206,-0.9073106,-0.08272684,0.575962,0.9705448,1.0178703,0.36922362,-0.10261146
141,0.46455365,0.45027584,-0.9707868,0.23120396,-0.3388987,-0.67780113,-1.0544628,-0.47447875,-0.39591435,-1.3987869
142,-1.1602514,-0.5329094,-2.0695927,-0.6489524,-0.90543294,-0.337859,-2.0166376,-0.04415965,0.34594393,-0.6959697
143,0.98815304,1.0220698,0.6961332,0.89369345,-0.9215356,0.25736964,0.63735515,1.034637,0.81069434,1.1355811
144,-0.0031151464,-0.31852353,-0.26412606,0.12964419,0.4655601,0.3016371,-0.2275109,1.1260335,-0.5079555,-0.46324277
145,0.7374224,1.2165543,0.70654327,0.7135533,0.043697305,1.2749351,0.7076206,0.42000693,1.6853005,2.1121032
146,-0.08164379,0.96915126,-0.054761864,0.23688719,-0.59631395,1.7486072,-0.050566718,0.24305594,0.46203282,-0.35488316
147,0.5612935,0.84357333,0.13399774,-0.31968948,-0.3711486,0.14268962,0.0667371,-0.818365,-0.0923316,-0.0126300845
148,1.4108741,1.1331503,0.0022856463,1.2505503,-0.11866681,1.047133,0.0021056496,1.3627993,0.7836633,0.3266601
149,-1.5244352,-1.2919035,-1.5049263,-1.2558043,0.039895512,-2.1146271,-1.5320103,-1.6938671,-0.3112617,-0.23089257
150,1.3550996,1.2166177,-0.27308655,-0.031844854,-0.49762428,0.9953251,-0.23916897,0.18122263,0.87595016,-0.49024007
151,-1.3074925,-0.47944248,0.12653995,-1.2124104,0.57776624,-1.5582458,-0.010379022,-1.2757795,-0.5377433,0.3176143
152,-1.0986131,0.28267908,0.01038143,-0.88899314,-0.23179053,0.03993791,-0.06308954,-0.6592704,-1.0764481,-1.0262153
153,-0.042296,0.5280777,-0.9963666,-0.5654866,-0.46301797,-0.04781085,-0.9280369,-0.82990044,-0.8003718,0.8544984
154,1.8340553,0.50879085,0.7131858,0.8333108,-0.31267238,1.4601644,0.72955096,1.7006495,2.3066962,0.31014195
155,1.1506058,0.3371041,0.6954382,0.39034232,-0.8190981,0.33099714,0.71477723,1.4372301,0.47584614,0.6468267
156,1.1418605,0.62890583,-0.65943164,0.7467112,-1.3219984,0.0025624074,-0.72666746,0.44115847,1.6297063,0.6457396
157,0.16775669,-0.12169602,-0.35106644,0.18615209,0.48590675,-0.51868033,-0.27673835,0.6762865,0.13952684,1.2054716
158,-0.6902877,-0.57560897,-0.034266062,-0.15622467,0.0038394574,-0.5483477,-0.06712384,-0.37909126,0.57086027,0.09981754
159,-0.011048116,-0.3651817,-0.2985383,-0.26309383,0.73281056,0.47809437,-0.30121604,0.6316208,-0.029963287,-0.35406747
160,1.3527482,-0.07961804,0.76239103,-0.47478122,-1.3424934,0.55091804,0.7047984,-0.5557091,-0.77120537,-0.45629144
161,0.3933795,-0.16625266,-1.6169903,0.12689927,-0.41869524,-0.012427431,-1.6398702,-0.89521784,1.2499812,-1.4553521
162,1.0752825,1.8561342,0.4651055,0.7585993,-0.4432399,1.2402202,0.38056266,1.2490978,1.6545537,2.0496814
163,-0.5474143,-0.92514724,0.2555407,0.14892262,1.836513,-1.4186234,0.19693588,0.6874114,-1.9631548,0.5369882
164,0.45820433,-0.2835312,-1.3651769,0.9988278,-0.23492303,-0.64087075,-1.2430618,0.32070503,0.097289,-1.1226407
165,-0.56202716,-1.0192451,-1.0825174,-0.39989468,-0.39265504,-0.080648266,-1.0455219,-0.9280786,-0.6475954,-1.0938212
166,-0.8282785,-0.9661237,-0.28700978,-0.9834229,0.11172982,-0.37345752,-0.2768676,0.008776937,-0.21123084,-1.3723252
167,-0.31090456,-0.5020341,1.6453741,-0.115203016,2.512452,-0.49860752,1.8513882,0.10418644,-1.5376855,0.07509494
168,0.115936905,-0.1982254,0.40173128,-0.88443923,-0.10377421,0.4416961,0.2951889,-0.5462359,-0.31028274,0.019576903
169,0.14343442,0.10363369,-2.494742,0.1340933,-0.70092994,-0.36624295,-2.5222948,-0.7509633,0.39222392,-1.6000988
170,-0.261572,1.3986568,0.5275434,0.94254,-0.48092246,-0.2394072,0.5626026,0.52955115,-0.21409142,-0.4431861
171,-0.33871216,-0.4032808,-0.13472027,0.06875416,-0.6779694,1.2319276,-0.13564962,-0.13024357,0.27963477,-0.8072062
172,-0.0074609946,-0.17629102,-0.31937322,0.7158659,-0.16359521,0.46523172,-0.545776,-0.97267735,-0.57760715,-1.6032759
173,-1.1586477,-0.5818454,0.35117295,-0.5957991,1.3936003,-1.026839,0.38514653,0.3206621,-0.946074,-0.45954692
174,-0.6400714,0.48076686,1.288935,0.9829041,2.2867837,0.11075296,1.3328394,-0.8630237,-1.1516461,0.80534333
175,-0.61244476,-0.85579854,0.9494936,0.21298805,-0.64339584,0.13216509,0.9519068,-0.071584105,0.065827124,0.53989726
176,1.050533,1.4241515,1.5164827,1.0495352,2.3972318,1.3646775,1.4925058,1.4045104,1.0401971,2.1347883
177,0.09648851,0.18388353,-0.038498886,0.15295325,-0.38980415,-1.6612501,-0.020820325,0.3242926,-0.6108124,1.1506656
178,0.91698146,-0.113893025,0.43533233,1.0934129,-0.56035656,1.1757127,0.4485679,1.3440802,1.5706508,0.8785453
179,-0.7776193,-0.9040585,1.0585973,-1.0784931,0.55567396,-1.3369799,0.92813915,-0.42474604,-0.66626894,-0.17380925
180,0.06895445,0.33358774,0.18579446,0.5314835,-0.1899227,-0.59305096,0.16289087,0.13554952,-0.7696818,1.647591
181,0.25123888,0.6802731,1.3753933,1.1339877,1.6479274,1.1174431,1.4265803,1.1501591,0.3625588,-0.4353012
182,0.109284386,0.23678476,-0.80157715,-0.14966863,-0.12786175,-0.42050803,-0.73790044,-0.0063722935,0.31141764,0.24078488
183,0.8442186,0.98527163,1.2467511,0.94077736,-0.393179,1.3116292,1.1872668,1.4098123,0.28835183,1.6579046
184,-0.90134305,0.0032433923,1.540376,0.5261048,2.6016653,-0.59915847,1.7263868,1.4556738,0.22713752,0.43763444
185,1.6492157,1.1712335,-0.08117675,0.8161958,-1.0041307,0.06947452,-0.05170133,-0.3104645,-0.46758223,1.7747523
186,-0.47973627,-0.49373108,0.23934215,-0.7236655,0.10458692,0.35636553,0.26784876,0.63017833,0.5175772,-0.29276913
187,0.7765444,0.29022238,1.2845793,1.0537792,-0.0061033946,0.5029434,1.354563,1.3058273,-0.025794568,1.1780499
188,-0.9003491,-0.2147542,-1.3500298,-1.2424291,-0.3922731,-1.355586,-1.3404725,-1.3282429,-0.08660553,-1.4304607
189,-1.3283007,-1.3913901,-0.19337504,-1.513146,-0.45835632,-1.4652457,-0.21955451,-1.4108263,-1.2940009,-0.68083787
190,-1.5424396,-1.4172521,-2.0955803,-0.6177476,0.22382578,-1.4029937,-2.051803,-1.7687637,-1.3138272,-0.5754461
191,0.9426804,0.02581023,1.4521186,1.2246044,-1.4726927,1.6738883,1.4565727,1.2974126,1.6536202,-0.5228713
192,2.44818,0.8211226,1.5299588,0.2715003,2.78023,0.3746171,1.5399342,2.2958252,0.9707206,2.0689607
193,-0.0072883163,0.56275225,1.3222353,0.55232704,2.208051,0.8596051,1.3106967,1.819869,1.4836434,-0.16985059
194,1.0434242,0.11568269,0.19111918,0.17983876,-0.13484827,0.21699107,0.22660673,-0.73663265,1.203926,1.0471663
195,-0.2719586,-1.2014906,-0.0077757398,-0.89718866,1.6337913,-0.4462427,-0.024003284,0.13700217,-0.6769674,0.37034932
196,0.9651542,1.0867982,1.4253962,1.5935289,-0.68946594,1.4367589,1.4920515,1.682749,0.31619263,0.24570018
197,-0.42460573,-0.5535382,-2.1203315,-1.2688501,0.13202581,-0.8638152,-2.0887454,-0.36832714,-0.78830624,-1.3622139
198,0.80255795,1.1176876,1.1528839,1.0770594,-0.44658497,1.0955367,1.194674,1.5838575,0.77980137,2.0139441
199,-1.9362626,-1.5301659,-1.1564196,-1.4432015,-0.3714915,-1.5962512,-1.1547227,-1.3858157,-0.7401238,-0.32197896
200,-0.2095107,-0.024751727,0.36980572,-0.4788104,-0.6150804,-0.28305772,0.25838938,0.24858704,-0.40788287,0.40837863
201,-1.5379529,-1.0533721,-1.8311373,-1.7152257,-0.43860748,-1.9019854,-1.862546,-1.2888249,-0.18957734,-1.6172647
202,1.5502989,0.684743,0.8007273,0.58163404,-1.1776134,2.3628168,0.66641974,0.57955956,1.7937399,2.183711
203,1.1907274,1.4207821,0.08004346,0.6338295,-0.23184273,0.04208053,0.09440368,0.6615644,0.8550307,1.787592
204,2.4057477,2.4619708,1.2752007,0.42878255,1.1542754,1.0570595,1.259132,0.8816947,-0.16118732,0.12034451
205,-1.1245375,-1.7701895,0.14501344,-1.4607782,0.88211,-0.38390952,0.09879132,-1.6606753,-0.47559178,0.21583176
206,1.9626982,0.7878956,1.223528,1.46711,-0.4984446,0.68812966,1.1080483,0.9220417,0.58430415,2.120799
207,1.4388452,0.6123093,0.14211917,0.8174406,-0.15349923,-0.043054227,0.1422474,1.3395692,-0.42257515,1.7450007
208,0.8987064,1.6234151,0.30957252,1.4324309,-0.40366653,1.8996522,0.26271692,1.5120821,1.1371939,-0.91422814
